positions_id,positions_decoding,positions_name,positions_aliases,positions_category,positions_subcategory,positions_type,positions_variation,positions_direction,positions_configuration,positions_inclination
250,Walking (Static) ⟮-⟯ [-] ⟨-⟩ ⧼Walking⧽,Static Walking,,Walking,,Walking,Static,-,-,-
7,Jumping (-) ⟮-⟯ [Straddle] ⟨-⟩ ⧼Suspended⧽,Straddle Jumping,Straddle Jump,Suspended,,Jumping,-,-,Straddle,-
50,Planche (-) ⟮-⟯ [Straddle] ⟨-⟩ ⧼Balancing⧽,Straddle Planche,,Balancing,,Planche,-,-,Straddle,-
179,Straddling (-) ⟮-⟯ [-] ⟨-⟩ ⧼Straddling⧽,Straddling,,Straddling,,Straddling,-,-,-,-
33,Sitting (-) ⟮-⟯ [Straight Knees] ⟨-⟩ ⧼Sitting⧽,Straight Knees Sitting,,Sitting,,Sitting,-,-,Straight Knees,-
255,Running (Stride) ⟮-⟯ [-] ⟨-⟩ ⧼Running⧽,Stride Running,,,,,,,,
254,Walking (Stride) ⟮-⟯ [-] ⟨-⟩ ⧼Walking⧽,Stride Walking,,,,,,,,
318,Sun Salutation (-) ⟮-⟯ [-] ⟨-⟩ ⧼Standing⧽,Sun Salutation,"Salute to the Sun, Surya Namaskar, सुर्य नमस्कार",Standing,,Sun Salutation,-,-,-,-
11,Hollow (-) ⟮Supine⟯ [-] ⟨-⟩ ⧼Lying⧽,Supine Hollow,,Lying,,Hollow,-,Supine,-,-
137,Lying (-) ⟮Supine⟯ [-] ⟨-⟩ ⧼Lying⧽,Supine Lying,,Lying,,Lying,-,Supine,-,-
125,Eagle (Spread) ⟮Supine⟯ [-] ⟨-⟩ ⧼Lying⧽,Supine Spread Eagle,"Spreadeagle, Spread-Eagle",Lying,,Eagle,Spread,Supine,-,-
200,Bent (-) ⟮-⟯ [1 Leg] ⟨-⟩ ⧼Bending⧽,Supported 1 Leg Bent,,Bending,,Bent,-,-,1 Leg,Supported
273,Boat (-) ⟮-⟯ [-] ⟨Supported⟩ ⧼Balancing⧽,Supported Boat,,Balancing,,Boat,-,-,-,Supported
24,Headstand (Half) ⟮-⟯ [-] ⟨Supported⟩ ⧼Headstand⧽,Supported Half Headstand,,Balancing,,Headstand,Half,-,-,Supported
88,Suspended (-) ⟮-⟯ [-] ⟨-⟩ ⧼Suspended⧽,Suspended,,Suspended,,Suspended,-,-,-,-
216,Plank (High) ⟮-⟯ [Suspended] ⟨-⟩ ⧼Suspended⧽,Suspended High Plank,,Suspended,,Plank,High,-,Suspended,-
215,Plank (Low) ⟮-⟯ [Suspended] ⟨-⟩ ⧼Suspended⧽,Suspended Low Plank,,Suspended,,Plank,Low,-,Suspended,-
44,Split (Over) ⟮-⟯ [Suspended] ⟨-⟩ ⧼Suspended⧽,Suspended Over Split,Suspended Oversplit,Suspended,Split,Split,Over,-,Suspended,-
19,Split (-) ⟮-⟯ [Suspended] ⟨-⟩ ⧼Suspended⧽,Suspended Split,,Suspended,Split,Split,-,-,Suspended,-
31,Table Top (-) ⟮-⟯ [-] ⟨-⟩ ⧼Crawling⧽,Table Top,Bharmanasana,Crawling,,Table Top,-,-,-,-
149,Thrust (-) ⟮-⟯ [-] ⟨-⟩ ⧼Bending⧽,Thrust,,Bending,,Thrust,-,-,-,-
294,Thunderbolt (-) ⟮-⟯ [-] ⟨-⟩ ⧼Kneeling⧽,Thunderbolt,"Vajrasana, वज्रासन",Kneeling,Meditation,Thunderbolt,-,-,-,-
354,Tortoise (-) ⟮-⟯ [-] ⟨-⟩ ⧼Sitting⧽,Tortoise,"Kurmasana, कूर्मासन",Sitting,,Tortoise,-,-,-,-
302,Tree (-) ⟮-⟯ [-] ⟨-⟩ ⧼Balancing⧽,Tree,"Vrikshasana, वृक्षासन",Balancing,,Tree,-,-,-,-
322,Triangle (-) ⟮-⟯ [-] ⟨-⟩ ⧼Standing⧽,Triangle,"Trikonasana, Utthita Trikonasana, त्रिकोणासन, उत्थित त्रिकोणासन",Standing,,Triangle,-,-,-,-
145,Tripod (-) ⟮-⟯ [-] ⟨-⟩ ⧼Sitting⧽,Tripod,,Sitting,Medical,Tripod,-,-,-,-
23,Headstand (Tripod) ⟮-⟯ [-] ⟨-⟩ ⧼Headstand⧽,Tripod Headstand,,Balancing,,Headstand,Tripod,-,-,-
5,Jumping (Tuck) ⟮-⟯ [-] ⟨-⟩ ⧼Suspended⧽,Tuck Jumping,Tuck Jump,Suspended,,Jumping,Tuck,-,-,-
46,Planche (Tucked) ⟮-⟯ [-] ⟨-⟩ ⧼Balancing⧽,Tucked Planche,,Balancing,,Planche,Tucked,-,-,-
41,Split (Twist) ⟮-⟯ [-] ⟨-⟩ ⧼Standing⧽,Twist Split,"Twisting Split, Standing Twist Split, Standing Twisting Split",Standing,Split,Split,Twist,-,-,-
164,Bent (Twisted) ⟮-⟯ [-] ⟨-⟩ ⧼Bending⧽,Twisted Bent,,Bending,,Bent,Twisted,-,-,-
16,Split (-) ⟮Front⟯ [Upright] ⟨-⟩ ⧼Standing⧽,Upright Front Split,,Standing,Split,Split,-,Front,Upright,-
40,Split (-) ⟮Lateral⟯ [Upright] ⟨-⟩ ⧼Standing⧽,Upright Lateral Split,"Trivikramasana, त्रिविक्रमासन",Standing,Split,Split,-,Lateral,Upright,-
43,Split (Martial Arts) ⟮-⟯ [Upright] ⟨-⟩ ⧼Standing⧽,Upright Martial Arts Split,"Standing Martial Arts Split, Vertical Side Kick",Standing,Split,Split,Martial Arts,-,Upright,-
42,Split (-) ⟮Rear⟯ [Upright] ⟨-⟩ ⧼Standing⧽,Upright Rear Split,,Standing,Split,Split,-,Rear,Upright,-
94,Slouching (-) ⟮-⟯ [Upright] ⟨-⟩ ⧼Standing⧽,Upright Slouching,,Standing,,Slouching,-,-,Upright,-
45,Eagle (Spread) ⟮-⟯ [Upright] ⟨-⟩ ⧼Standing⧽,Upright Spread Eagle,,Standing,,Eagle,Spread,-,Upright,-
326,Dog (-) ⟮Upward⟯ [-] ⟨-⟩ ⧼Lying⧽,Upward Dog,"Upward Facing Dog, Urdhva Mukha Shvanasana, ऊर्ध्वमुखश्वानासन",Lying,,Dog,-,Upward,-,-
132,Jumping (-) ⟮Vertical⟯ [-] ⟨-⟩ ⧼Suspended⧽,Vertical Jumping,Vertical Jump,Suspended,,Jumping,-,Vertical,-,-
134,Kneeling (Vertical) ⟮-⟯ [-] ⟨-⟩ ⧼Kneeling⧽,Vertical Kneeling,,Kneeling,,Kneeling,Vertical,-,-,-
144,Vertico Submental (-) ⟮-⟯ [-] ⟨-⟩ ⧼Lying⧽,Vertico Submental,Verticosubmental,Lying,Medical,Vertico Submental,-,-,-,-
93,Riding (Very Relaxed) ⟮-⟯ [-] ⟨-⟩ ⧼Straddling⧽,Very Relaxed Riding,Fitness Riding,Straddling,,Riding,Very Relaxed,-,-,-
242,Walking (-) ⟮-⟯ [-] ⟨-⟩ ⧼Walking⧽,Walking,,Walking,,Walking,-,-,-,-
298,Warrior (I) ⟮-⟯ [-] ⟨-⟩ ⧼Standing⧽,Warrior I,"Warrior 1, Virabhadrasana I, वीरभद्रासन",Standing,,Warrior,-,-,-,-
299,Warrior (II) ⟮-⟯ [-] ⟨-⟩ ⧼Standing⧽,Warrior II,"Warrior 2, Virabhadrasana II, वीरभद्रासन II",Standing,,Warrior,-,-,-,-
300,Warrior (III) ⟮-⟯ [-] ⟨-⟩ ⧼Standing⧽,Warrior III,"Warrior 3, Virabhadrasana III, वीरभद्रासन III",Standing,,Warrior,-,-,-,-
325,Wheel (-) ⟮-⟯ [-] ⟨-⟩ ⧼Inversion⧽,Wheel,"Upwards Facing Bow, Urdhva Dhanurasana, Chakrasana, ऊर्ध्वधनुरासन, चक्रासन",Inversion,,Wheel,-,-,-,-
309,Bent (-) ⟮Forward⟯ [Wide Stance] ⟨-⟩ ⧼Bending⧽,Wide Stance Forward Bend,"Prasarita Padottanasana, प्रसारित पादोत्तानासन",Bending,,Bent,-,Forward,Wide Stance,-
128,Yearner (-) ⟮Lateral⟯ [-] ⟨-⟩ ⧼Lying⧽,Yearner,,Lying,Sleeping,Yearner,-,Lateral,-,-
304,Yogic Sleep (-) ⟮Supine⟯ [-] ⟨-⟩ ⧼Lying⧽,Yogic Sleep,"Noose Mudra, Yoganidrasana, Pasini Mudra, योगनिद्रासन",Lying,,Yogic Sleep,-,Supine,-,-
